Function,Category,Subcategory,Implementation Examples,Informative References,Exportable From SIEM,API,Difficulty,Comments,Linked Query,Vendor,Query Version,Dashboard Name,Pretty Print Queries,API Queries
PROTECT (PR): Safeguards to manage the organization's cybersecurity risks are used,"Identity Management, Authentication, and Access Control (PR.AA): Access to physical and logical assets is limited to authorized users, services, and hardware and  managed commensurate with the assessed risk of unauthorized access","PR.AA-04: Identity assertions are protected, conveyed, and verified","Ex3: Implement standards-based approaches for identity assertions in all contexts, and follow all guidance for the generation (e.g., data models, metadata), protection (e.g., digital signing, encryption), and verification (e.g., signature validation) of identity assertions","CCMv4.0: IAM-01
CCMv4.0: IAM-03
CCMv4.0: IAM-16
CRI Profile v2.0: PR.AA-04
CRI Profile v2.0: PR.AA-04.01
SP 800-53 Rev 5.1.1: IA-13",No,UDM Search with YL2,,This would need to be defined in the organizational policies and procedures.,FALSE,,,,,
PROTECT (PR): Safeguards to manage the organization's cybersecurity risks are used,"Identity Management, Authentication, and Access Control (PR.AA): Access to physical and logical assets is limited to authorized users, services, and hardware and  managed commensurate with the assessed risk of unauthorized access","PR.AA-05: Access permissions, entitlements, and authorizations are defined in a policy, managed, enforced, and reviewed, and incorporate the principles of least privilege and separation of duties","Ex1: Review logical and physical access privileges periodically and whenever someone changes roles or leaves the organization, and promptly rescind privileges that are no longer needed","CCMv4.0: CCC-04
CCMv4.0: CEK-10
CCMv4.0: CEK-11
CCMv4.0: CEK-12
CCMv4.0: CEK-13
CCMv4.0: CEK-14
CCMv4.0: CEK-15
CCMv4.0: CEK-16
CCMv4.0: CEK-17
CCMv4.0: CEK-18
CCMv4.0: CEK-19
CCMv4.0: CEK-20
CCMv4.0: CEK-21
CCMv4.0: IAM-01
CCMv4.0: IAM-03
CCMv4.0: IAM-04
CCMv4.0: IAM-05
CCMv4.0: IAM-06
CCMv4.0: IAM-07
CCMv4.0: IAM-08
CCMv4.0: IAM-09
CCMv4.0: IAM-10
CCMv4.0: IAM-11
CCMv4.0: IAM-12
CCMv4.0: IAM-16
CCMv4.0: IVS-03
CCMv4.0: IVS-06
CCMv4.0: LOG-02
CCMv4.0: LOG-04
CCMv4.0: LOG-09
CCMv4.0: UEM-05
CCMv4.0: UEM-14
CIS Controls v8.0: 3.3
CIS Controls v8.0: 6.8
CRI Profile v2.0: PR.AA-05
CRI Profile v2.0: PR.AA-05.01
CRI Profile v2.0: PR.AA-05.02
CRI Profile v2.0: PR.AA-05.03
CRI Profile v2.0: PR.AA-05.04
CSF v1.1: PR.AC-1
CSF v1.1: PR.AC-3
CSF v1.1: PR.AC-4
SP 800-218: PO.5.2
SP 800-218: PS.1.1
SP 800-53 Rev 5.1.1: AC-01
SP 800-53 Rev 5.1.1: AC-02
SP 800-53 Rev 5.1.1: AC-03
SP 800-53 Rev 5.1.1: AC-05
SP 800-53 Rev 5.1.1: AC-06
SP 800-53 Rev 5.1.1: AC-10
SP 800-53 Rev 5.1.1: AC-16
SP 800-53 Rev 5.1.1: AC-17
SP 800-53 Rev 5.1.1: AC-18
SP 800-53 Rev 5.1.1: AC-19
SP 800-53 Rev 5.1.1: AC-24
SP 800-53 Rev 5.1.1: IA-13",No,None,,This would need to be performed manually by configuration reviews.,FALSE,,,,,
PROTECT (PR): Safeguards to manage the organization's cybersecurity risks are used,"Identity Management, Authentication, and Access Control (PR.AA): Access to physical and logical assets is limited to authorized users, services, and hardware and  managed commensurate with the assessed risk of unauthorized access","PR.AA-05: Access permissions, entitlements, and authorizations are defined in a policy, managed, enforced, and reviewed, and incorporate the principles of least privilege and separation of duties","Ex2: Take attributes of the requester and the requested resource into account for authorization decisions (e.g., geolocation, day/time, requester endpoint's cyber health)","CCMv4.0: CCC-04
CCMv4.0: CEK-10
CCMv4.0: CEK-11
CCMv4.0: CEK-12
CCMv4.0: CEK-13
CCMv4.0: CEK-14
CCMv4.0: CEK-15
CCMv4.0: CEK-16
CCMv4.0: CEK-17
CCMv4.0: CEK-18
CCMv4.0: CEK-19
CCMv4.0: CEK-20
CCMv4.0: CEK-21
CCMv4.0: IAM-01
CCMv4.0: IAM-03
CCMv4.0: IAM-04
CCMv4.0: IAM-05
CCMv4.0: IAM-06
CCMv4.0: IAM-07
CCMv4.0: IAM-08
CCMv4.0: IAM-09
CCMv4.0: IAM-10
CCMv4.0: IAM-11
CCMv4.0: IAM-12
CCMv4.0: IAM-16
CCMv4.0: IVS-03
CCMv4.0: IVS-06
CCMv4.0: LOG-02
CCMv4.0: LOG-04
CCMv4.0: LOG-09
CCMv4.0: UEM-05
CCMv4.0: UEM-14
CIS Controls v8.0: 3.3
CIS Controls v8.0: 6.8
CRI Profile v2.0: PR.AA-05
CRI Profile v2.0: PR.AA-05.01
CRI Profile v2.0: PR.AA-05.02
CRI Profile v2.0: PR.AA-05.03
CRI Profile v2.0: PR.AA-05.04
CSF v1.1: PR.AC-1
CSF v1.1: PR.AC-3
CSF v1.1: PR.AC-4
SP 800-218: PO.5.2
SP 800-218: PS.1.1
SP 800-53 Rev 5.1.1: AC-01
SP 800-53 Rev 5.1.1: AC-02
SP 800-53 Rev 5.1.1: AC-03
SP 800-53 Rev 5.1.1: AC-05
SP 800-53 Rev 5.1.1: AC-06
SP 800-53 Rev 5.1.1: AC-10
SP 800-53 Rev 5.1.1: AC-16
SP 800-53 Rev 5.1.1: AC-17
SP 800-53 Rev 5.1.1: AC-18
SP 800-53 Rev 5.1.1: AC-19
SP 800-53 Rev 5.1.1: AC-24
SP 800-53 Rev 5.1.1: IA-13",Yes,UDM Search with YL2,Done,"Evidence should be available based on the type of authenication log.  For example, it would be expected to see this type of validation information in log types like Microsoft Entra Conditional Access as it tests specifically for qualifying conditions to ensure and entity may access a device or service.

Note:  Query is specific to Entra ID.",FALSE,Microsoft Azure,1.0,,"$user = $e.target.user.userid
$user = /.*/
$e.additional.fields[""conditionalAccessStatus""] = ""success""

match:
    $user

outcome:
    $applications = array_distinct($e.target.application )
    $country = array_distinct($e.principal.location.country_or_region)
    $state = array_distinct($e.principal.location.state)
    $compliant = array_distinct(if($e.principal.asset.attribute.labels[""isCompliant""] = ""true"", ""true"", ""false""))
",
PROTECT (PR): Safeguards to manage the organization's cybersecurity risks are used,"Identity Management, Authentication, and Access Control (PR.AA): Access to physical and logical assets is limited to authorized users, services, and hardware and  managed commensurate with the assessed risk of unauthorized access","PR.AA-05: Access permissions, entitlements, and authorizations are defined in a policy, managed, enforced, and reviewed, and incorporate the principles of least privilege and separation of duties","Ex3: Restrict access and privileges to the minimum necessary (e.g., zero trust architecture)","CCMv4.0: CCC-04
CCMv4.0: CEK-10
CCMv4.0: CEK-11
CCMv4.0: CEK-12
CCMv4.0: CEK-13
CCMv4.0: CEK-14
CCMv4.0: CEK-15
CCMv4.0: CEK-16
CCMv4.0: CEK-17
CCMv4.0: CEK-18
CCMv4.0: CEK-19
CCMv4.0: CEK-20
CCMv4.0: CEK-21
CCMv4.0: IAM-01
CCMv4.0: IAM-03
CCMv4.0: IAM-04
CCMv4.0: IAM-05
CCMv4.0: IAM-06
CCMv4.0: IAM-07
CCMv4.0: IAM-08
CCMv4.0: IAM-09
CCMv4.0: IAM-10
CCMv4.0: IAM-11
CCMv4.0: IAM-12
CCMv4.0: IAM-16
CCMv4.0: IVS-03
CCMv4.0: IVS-06
CCMv4.0: LOG-02
CCMv4.0: LOG-04
CCMv4.0: LOG-09
CCMv4.0: UEM-05
CCMv4.0: UEM-14
CIS Controls v8.0: 3.3
CIS Controls v8.0: 6.8
CRI Profile v2.0: PR.AA-05
CRI Profile v2.0: PR.AA-05.01
CRI Profile v2.0: PR.AA-05.02
CRI Profile v2.0: PR.AA-05.03
CRI Profile v2.0: PR.AA-05.04
CSF v1.1: PR.AC-1
CSF v1.1: PR.AC-3
CSF v1.1: PR.AC-4
SP 800-218: PO.5.2
SP 800-218: PS.1.1
SP 800-53 Rev 5.1.1: AC-01
SP 800-53 Rev 5.1.1: AC-02
SP 800-53 Rev 5.1.1: AC-03
SP 800-53 Rev 5.1.1: AC-05
SP 800-53 Rev 5.1.1: AC-06
SP 800-53 Rev 5.1.1: AC-10
SP 800-53 Rev 5.1.1: AC-16
SP 800-53 Rev 5.1.1: AC-17
SP 800-53 Rev 5.1.1: AC-18
SP 800-53 Rev 5.1.1: AC-19
SP 800-53 Rev 5.1.1: AC-24
SP 800-53 Rev 5.1.1: IA-13",No,None,,This would need to be performed via configuration review.,FALSE,,,,,
PROTECT (PR): Safeguards to manage the organization's cybersecurity risks are used,"Identity Management, Authentication, and Access Control (PR.AA): Access to physical and logical assets is limited to authorized users, services, and hardware and  managed commensurate with the assessed risk of unauthorized access","PR.AA-05: Access permissions, entitlements, and authorizations are defined in a policy, managed, enforced, and reviewed, and incorporate the principles of least privilege and separation of duties",Ex4: Periodically review the privileges associated with critical business functions to confirm proper separation of duties,"CCMv4.0: CCC-04
CCMv4.0: CEK-10
CCMv4.0: CEK-11
CCMv4.0: CEK-12
CCMv4.0: CEK-13
CCMv4.0: CEK-14
CCMv4.0: CEK-15
CCMv4.0: CEK-16
CCMv4.0: CEK-17
CCMv4.0: CEK-18
CCMv4.0: CEK-19
CCMv4.0: CEK-20
CCMv4.0: CEK-21
CCMv4.0: IAM-01
CCMv4.0: IAM-03
CCMv4.0: IAM-04
CCMv4.0: IAM-05
CCMv4.0: IAM-06
CCMv4.0: IAM-07
CCMv4.0: IAM-08
CCMv4.0: IAM-09
CCMv4.0: IAM-10
CCMv4.0: IAM-11
CCMv4.0: IAM-12
CCMv4.0: IAM-16
CCMv4.0: IVS-03
CCMv4.0: IVS-06
CCMv4.0: LOG-02
CCMv4.0: LOG-04
CCMv4.0: LOG-09
CCMv4.0: UEM-05
CCMv4.0: UEM-14
CIS Controls v8.0: 3.3
CIS Controls v8.0: 6.8
CRI Profile v2.0: PR.AA-05
CRI Profile v2.0: PR.AA-05.01
CRI Profile v2.0: PR.AA-05.02
CRI Profile v2.0: PR.AA-05.03
CRI Profile v2.0: PR.AA-05.04
CSF v1.1: PR.AC-1
CSF v1.1: PR.AC-3
CSF v1.1: PR.AC-4
SP 800-218: PO.5.2
SP 800-218: PS.1.1
SP 800-53 Rev 5.1.1: AC-01
SP 800-53 Rev 5.1.1: AC-02
SP 800-53 Rev 5.1.1: AC-03
SP 800-53 Rev 5.1.1: AC-05
SP 800-53 Rev 5.1.1: AC-06
SP 800-53 Rev 5.1.1: AC-10
SP 800-53 Rev 5.1.1: AC-16
SP 800-53 Rev 5.1.1: AC-17
SP 800-53 Rev 5.1.1: AC-18
SP 800-53 Rev 5.1.1: AC-19
SP 800-53 Rev 5.1.1: AC-24
SP 800-53 Rev 5.1.1: IA-13",No,None,,This would need to be performed via configuration review.,FALSE,,,,,
PROTECT (PR): Safeguards to manage the organization's cybersecurity risks are used,"Platform Security (PR.PS): The hardware, software (e.g., firmware, operating systems, applications), and services of physical and virtual platforms are managed consistent with the organization's risk strategy to protect their confidentiality, integrity, and availability",PR.PS-04: Log records are generated and made available for continuous monitoring,"Ex1: Configure all operating systems, applications, and services (including cloud-based services) to generate log records","CCMv4.0: IAM-16
CCMv4.0: LOG-01
CCMv4.0: LOG-02
CCMv4.0: LOG-03
CCMv4.0: LOG-04
CCMv4.0: LOG-05
CCMv4.0: LOG-07
CCMv4.0: LOG-08
CCMv4.0: LOG-10
CCMv4.0: LOG-11
CCMv4.0: LOG-12
CCMv4.0: LOG-13
CIS Controls v8.0: 8.2
CRI Profile v2.0: PR.PS-04
CRI Profile v2.0: PR.PS-04.01
CRI Profile v2.0: PR.PS-04.02
CRI Profile v2.0: PR.PS-04.03
CSF v1.1: PR.PT-1
SP 800-218: PO.3.3
SP 800-53 Rev 5.1.1: AU-02
SP 800-53 Rev 5.1.1: AU-03
SP 800-53 Rev 5.1.1: AU-06
SP 800-53 Rev 5.1.1: AU-07
SP 800-53 Rev 5.1.1: AU-11
SP 800-53 Rev 5.1.1: AU-12",Yes,UDM Search with YL2,Done,"Each device and the corresponding logs can be listed for reviewing against a standard inventory.  Similarly, all cloud service logs will be listed as well.  Comparison afterwards may require manual review as a spreadsheet.  

Note:  This needs to be tested against a source that has NXLog sending multiple log types.",FALSE,Agnostic,1.0,,"$host = $e.principal.hostname 
$host = /.*/

match:
    $host

outcome:
    $logtypes = array_distinct($e.metadata.log_type)",
PROTECT (PR): Safeguards to manage the organization's cybersecurity risks are used,"Platform Security (PR.PS): The hardware, software (e.g., firmware, operating systems, applications), and services of physical and virtual platforms are managed consistent with the organization's risk strategy to protect their confidentiality, integrity, and availability",PR.PS-04: Log records are generated and made available for continuous monitoring,Ex2: Configure log generators to securely share their logs with the organization's logging infrastructure systems and services,"CCMv4.0: IAM-16
CCMv4.0: LOG-01
CCMv4.0: LOG-02
CCMv4.0: LOG-03
CCMv4.0: LOG-04
CCMv4.0: LOG-05
CCMv4.0: LOG-07
CCMv4.0: LOG-08
CCMv4.0: LOG-10
CCMv4.0: LOG-11
CCMv4.0: LOG-12
CCMv4.0: LOG-13
CIS Controls v8.0: 8.2
CRI Profile v2.0: PR.PS-04
CRI Profile v2.0: PR.PS-04.01
CRI Profile v2.0: PR.PS-04.02
CRI Profile v2.0: PR.PS-04.03
CSF v1.1: PR.PT-1
SP 800-218: PO.3.3
SP 800-53 Rev 5.1.1: AU-02
SP 800-53 Rev 5.1.1: AU-03
SP 800-53 Rev 5.1.1: AU-06
SP 800-53 Rev 5.1.1: AU-07
SP 800-53 Rev 5.1.1: AU-11
SP 800-53 Rev 5.1.1: AU-12",No,None,,"This will need to be performed via configuration review in most cases.  For example, if syslog is being sent to a SIEM Forwarder, it would be need to be confirmed on a configuration level on the Forwarder as to whether the log was sent with TLS encryption.  If it wasn't sent with TLS, were the firewall rules enabling sending syslog to the Forwarder ensuring that transmission was over a secure and controlled network.",FALSE,,,,,
PROTECT (PR): Safeguards to manage the organization's cybersecurity risks are used,"Platform Security (PR.PS): The hardware, software (e.g., firmware, operating systems, applications), and services of physical and virtual platforms are managed consistent with the organization's risk strategy to protect their confidentiality, integrity, and availability",PR.PS-04: Log records are generated and made available for continuous monitoring,Ex3: Configure log generators to record the data needed by zero-trust architectures,"CCMv4.0: IAM-16
CCMv4.0: LOG-01
CCMv4.0: LOG-02
CCMv4.0: LOG-03
CCMv4.0: LOG-04
CCMv4.0: LOG-05
CCMv4.0: LOG-07
CCMv4.0: LOG-08
CCMv4.0: LOG-10
CCMv4.0: LOG-11
CCMv4.0: LOG-12
CCMv4.0: LOG-13
CIS Controls v8.0: 8.2
CRI Profile v2.0: PR.PS-04
CRI Profile v2.0: PR.PS-04.01
CRI Profile v2.0: PR.PS-04.02
CRI Profile v2.0: PR.PS-04.03
CSF v1.1: PR.PT-1
SP 800-218: PO.3.3
SP 800-53 Rev 5.1.1: AU-02
SP 800-53 Rev 5.1.1: AU-03
SP 800-53 Rev 5.1.1: AU-06
SP 800-53 Rev 5.1.1: AU-07
SP 800-53 Rev 5.1.1: AU-11
SP 800-53 Rev 5.1.1: AU-12",Yes,None,,"Log evidence could be used to satisfy the requirement.  However, it would need to be a custom query based on the provider of the zero-trust technology.  The description ""zero-trust architecture"" is unfortunately too ambiguous as many different companies use it to describe many different approaches to infrastructure or user security.",FALSE,,,,,
PROTECT (PR): Safeguards to manage the organization's cybersecurity risks are used,"Platform Security (PR.PS): The hardware, software (e.g., firmware, operating systems, applications), and services of physical and virtual platforms are managed consistent with the organization's risk strategy to protect their confidentiality, integrity, and availability","PR.PS-06: Secure software development practices are integrated, and their performance is monitored throughout the software development life cycle",Ex1: Protect all components of organization-developed software from tampering and unauthorized access,"CCMv4.0: AIS-04
CCMv4.0: AIS-06
CCMv4.0: AIS-07
CCMv4.0: DSP-07
CCMv4.0: IVS-06
CIS Controls v8.0: 16.1
CRI Profile v2.0: PR.PS-06
CRI Profile v2.0: PR.PS-06.01
CRI Profile v2.0: PR.PS-06.02
CRI Profile v2.0: PR.PS-06.03
CRI Profile v2.0: PR.PS-06.04
CRI Profile v2.0: PR.PS-06.05
CRI Profile v2.0: PR.PS-06.06
CRI Profile v2.0: PR.PS-06.07
CRI Profile v2.0: PR.PS-06.08
CRI Profile v2.0: PR.PS-06.09
CRI Profile v2.0: PR.PS-06.10
CSF v1.1: PR.IP-2
SP 800-53 Rev 5.1.1: SA-03
SP 800-53 Rev 5.1.1: SA-08
SP 800-53 Rev 5.1.1: SA-10
SP 800-53 Rev 5.1.1: SA-11
SP 800-53 Rev 5.1.1: SA-15
SP 800-53 Rev 5.1.1: SA-17",No,None,,This would need to performed via configuration review.,FALSE,,,,,
PROTECT (PR): Safeguards to manage the organization's cybersecurity risks are used,"Platform Security (PR.PS): The hardware, software (e.g., firmware, operating systems, applications), and services of physical and virtual platforms are managed consistent with the organization's risk strategy to protect their confidentiality, integrity, and availability","PR.PS-06: Secure software development practices are integrated, and their performance is monitored throughout the software development life cycle","Ex2: Secure all software produced by the organization, with minimal vulnerabilities in their releases","CCMv4.0: AIS-04
CCMv4.0: AIS-06
CCMv4.0: AIS-07
CCMv4.0: DSP-07
CCMv4.0: IVS-06
CIS Controls v8.0: 16.1
CRI Profile v2.0: PR.PS-06
CRI Profile v2.0: PR.PS-06.01
CRI Profile v2.0: PR.PS-06.02
CRI Profile v2.0: PR.PS-06.03
CRI Profile v2.0: PR.PS-06.04
CRI Profile v2.0: PR.PS-06.05
CRI Profile v2.0: PR.PS-06.06
CRI Profile v2.0: PR.PS-06.07
CRI Profile v2.0: PR.PS-06.08
CRI Profile v2.0: PR.PS-06.09
CRI Profile v2.0: PR.PS-06.10
CSF v1.1: PR.IP-2
SP 800-53 Rev 5.1.1: SA-03
SP 800-53 Rev 5.1.1: SA-08
SP 800-53 Rev 5.1.1: SA-10
SP 800-53 Rev 5.1.1: SA-11
SP 800-53 Rev 5.1.1: SA-15
SP 800-53 Rev 5.1.1: SA-17",No,None,,"This could potentially be demonstrated sending vulnerability scanning logs from a SAST/DAST technology.  However, this would likely require substantial research.  Additionally, this is a policy question as ""minimal vulnerabilities in their releases"" is  subjective.",FALSE,,,,,
PROTECT (PR): Safeguards to manage the organization's cybersecurity risks are used,"Platform Security (PR.PS): The hardware, software (e.g., firmware, operating systems, applications), and services of physical and virtual platforms are managed consistent with the organization's risk strategy to protect their confidentiality, integrity, and availability","PR.PS-06: Secure software development practices are integrated, and their performance is monitored throughout the software development life cycle","Ex3: Maintain the software used in production environments, and securely dispose of software once it is no longer needed","CCMv4.0: AIS-04
CCMv4.0: AIS-06
CCMv4.0: AIS-07
CCMv4.0: DSP-07
CCMv4.0: IVS-06
CIS Controls v8.0: 16.1
CRI Profile v2.0: PR.PS-06
CRI Profile v2.0: PR.PS-06.01
CRI Profile v2.0: PR.PS-06.02
CRI Profile v2.0: PR.PS-06.03
CRI Profile v2.0: PR.PS-06.04
CRI Profile v2.0: PR.PS-06.05
CRI Profile v2.0: PR.PS-06.06
CRI Profile v2.0: PR.PS-06.07
CRI Profile v2.0: PR.PS-06.08
CRI Profile v2.0: PR.PS-06.09
CRI Profile v2.0: PR.PS-06.10
CSF v1.1: PR.IP-2
SP 800-53 Rev 5.1.1: SA-03
SP 800-53 Rev 5.1.1: SA-08
SP 800-53 Rev 5.1.1: SA-10
SP 800-53 Rev 5.1.1: SA-11
SP 800-53 Rev 5.1.1: SA-15
SP 800-53 Rev 5.1.1: SA-17",No,None,,This would need to covered via policies and prodecures.  Operational logs (potentially tickets or custom logs) would need to be generated to prove fullment of Ex3.,FALSE,,,,,
PROTECT (PR): Safeguards to manage the organization's cybersecurity risks are used,"Technology Infrastructure Resilience (PR.IR): Security architectures are managed with the organization's risk strategy to protect asset confidentiality, integrity, and availability, and organizational resilience",PR.IR-01: Networks and environments are protected from unauthorized logical access and usage,"Ex1: Logically segment organization networks and cloud-based platforms according to trust boundaries and platform types (e.g., IT, IoT, OT, mobile, guests), and permit required communications only between segments","CCMv4.0: AIS-04
CCMv4.0: AIS-06
CCMv4.0: DCS-12
CCMv4.0: DSP-10
CCMv4.0: DSP-15
CCMv4.0: IVS-03
CCMv4.0: IVS-05
CCMv4.0: IVS-06
CCMv4.0: IVS-09
CCMv4.0: UEM-05
CCMv4.0: UEM-14
CIS Controls v8.0: 3.12
CIS Controls v8.0: 12.2
CRI Profile v2.0: PR.IR-01
CRI Profile v2.0: PR.IR-01.01
CRI Profile v2.0: PR.IR-01.02
CRI Profile v2.0: PR.IR-01.03
CRI Profile v2.0: PR.IR-01.04
CRI Profile v2.0: PR.IR-01.05
CRI Profile v2.0: PR.IR-01.06
CRI Profile v2.0: PR.IR-01.07
CRI Profile v2.0: PR.IR-01.08
CSF v1.1: PR.AC-3
CSF v1.1: PR.AC-5
CSF v1.1: PR.DS-7
CSF v1.1: PR.PT-4
SP 800-218: PO.5.1
SP 800-53 Rev 5.1.1: AC-03
SP 800-53 Rev 5.1.1: AC-04
SP 800-53 Rev 5.1.1: SC-04
SP 800-53 Rev 5.1.1: SC-05
SP 800-53 Rev 5.1.1: SC-07",Yes,UDM Search with YL2,Done,"Firewall, netflow, and other communications between internal subnets can be demonstrated via log analysis.  However, this Example also demonstrates the need to show that only permitted communication is allowed.  This can only be done by configuration review.

Note:  This rule checks to see if data is routed through a firewall.  In order for it to work, a reference list called firewall_log_types must be created.  This was tested against a list with the following firewall log types in the list:
PAN_FIREWALL
PAN_PANORAMA
AWS_NETWORK_FIREWALL
AZURE_FIREWALL
BARRACUDA_FIREWALL
CHECKPOINT_FIREWALL
CISCO_ASA_FIREWALL
CISCO_FIREPOWER_FIREWALL
FORCEPOINT_FIREWALL
FORTINET_FIREWALL
PFSENSE
RADWARE_FIREWALL
SONIC_FIREWALL
SOPHOS_FIREWALL
ZSCALER_FIREWALL",FALSE,Agnostic,1.0,,"$e.metadata.log_type IN %firewall_log_types 
$sourceIP = $e.principal.ip

$e.principal.ip IN cidr %private_network_IP_ranges 
$e.target.ip in cidr %private_network_IP_ranges 

$e.security_result.action = ""ALLOW""

match:
    $sourceIP

outcome:
    $destinationIP = array_distinct($e.target.ip)",
PROTECT (PR): Safeguards to manage the organization's cybersecurity risks are used,"Technology Infrastructure Resilience (PR.IR): Security architectures are managed with the organization's risk strategy to protect asset confidentiality, integrity, and availability, and organizational resilience",PR.IR-01: Networks and environments are protected from unauthorized logical access and usage,"Ex2: Logically segment organization networks from external networks, and permit only necessary communications to enter the organization's networks from the external networks","CCMv4.0: AIS-04
CCMv4.0: AIS-06
CCMv4.0: DCS-12
CCMv4.0: DSP-10
CCMv4.0: DSP-15
CCMv4.0: IVS-03
CCMv4.0: IVS-05
CCMv4.0: IVS-06
CCMv4.0: IVS-09
CCMv4.0: UEM-05
CCMv4.0: UEM-14
CIS Controls v8.0: 3.12
CIS Controls v8.0: 12.2
CRI Profile v2.0: PR.IR-01
CRI Profile v2.0: PR.IR-01.01
CRI Profile v2.0: PR.IR-01.02
CRI Profile v2.0: PR.IR-01.03
CRI Profile v2.0: PR.IR-01.04
CRI Profile v2.0: PR.IR-01.05
CRI Profile v2.0: PR.IR-01.06
CRI Profile v2.0: PR.IR-01.07
CRI Profile v2.0: PR.IR-01.08
CSF v1.1: PR.AC-3
CSF v1.1: PR.AC-5
CSF v1.1: PR.DS-7
CSF v1.1: PR.PT-4
SP 800-218: PO.5.1
SP 800-53 Rev 5.1.1: AC-03
SP 800-53 Rev 5.1.1: AC-04
SP 800-53 Rev 5.1.1: SC-04
SP 800-53 Rev 5.1.1: SC-05
SP 800-53 Rev 5.1.1: SC-07",Yes,UDM Search with YL2,Done,"Like in PR.IR-1 Ex1, firewall, netflow, and other communications between internal subnets can be demonstrated via log analysis.  However, this Example also demonstrates the need to show that only permitted communication is allowed.  This can only be done by configuration review.",PR.IR-01 Ex1,Agnostic,1.0,,"$e.metadata.log_type IN %firewall_log_types 
$sourceIP = $e.principal.ip

$e.principal.ip IN cidr %private_network_IP_ranges 
$e.target.ip in cidr %private_network_IP_ranges 

$e.security_result.action = ""ALLOW""

match:
    $sourceIP

outcome:
    $destinationIP = array_distinct($e.target.ip)",
PROTECT (PR): Safeguards to manage the organization's cybersecurity risks are used,"Technology Infrastructure Resilience (PR.IR): Security architectures are managed with the organization's risk strategy to protect asset confidentiality, integrity, and availability, and organizational resilience",PR.IR-01: Networks and environments are protected from unauthorized logical access and usage,Ex3: Implement zero trust architectures to restrict network access to each resource to the minimum necessary,"CCMv4.0: AIS-04
CCMv4.0: AIS-06
CCMv4.0: DCS-12
CCMv4.0: DSP-10
CCMv4.0: DSP-15
CCMv4.0: IVS-03
CCMv4.0: IVS-05
CCMv4.0: IVS-06
CCMv4.0: IVS-09
CCMv4.0: UEM-05
CCMv4.0: UEM-14
CIS Controls v8.0: 3.12
CIS Controls v8.0: 12.2
CRI Profile v2.0: PR.IR-01
CRI Profile v2.0: PR.IR-01.01
CRI Profile v2.0: PR.IR-01.02
CRI Profile v2.0: PR.IR-01.03
CRI Profile v2.0: PR.IR-01.04
CRI Profile v2.0: PR.IR-01.05
CRI Profile v2.0: PR.IR-01.06
CRI Profile v2.0: PR.IR-01.07
CRI Profile v2.0: PR.IR-01.08
CSF v1.1: PR.AC-3
CSF v1.1: PR.AC-5
CSF v1.1: PR.DS-7
CSF v1.1: PR.PT-4
SP 800-218: PO.5.1
SP 800-53 Rev 5.1.1: AC-03
SP 800-53 Rev 5.1.1: AC-04
SP 800-53 Rev 5.1.1: SC-04
SP 800-53 Rev 5.1.1: SC-05
SP 800-53 Rev 5.1.1: SC-07",No,None,,This would need to performed via configuration review.,FALSE,,,,,
